75	76.5	73.89547399	75.88545944	64.5	68	64.18279515	67.41574744
71.5	77.5	72.13954955	76.51658368	63	71.5	63.37284797	69.06308858
87.5	91	79.95962136	82.9459381	79	89.5	71.28352446	77.87450105
75	77.5	73.82909743	76.36792956	64.5	67	64.01367459	66.439696
72	78	71.78762447	76.01625707	63	68	63.64159553	67.61057646
74	77	73.09488637	75.89333564	66	72	65.10276706	69.53181988
73.5	79	73.10943139	77.21049498	66	72	64.81520809	69.27572599
73	75.5	72.40301409	74.90640148	59.5	60	61.75498654	63.40561974
77.5	81	75.08095818	78.08556374	68.5	70	66.04839395	68.00244719
81	83	76.58746555	78.79944259	73	78.5	68.43576187	72.60582639
82	88.5	77.13062778	81.64141415	81	89.5	72.82283663	78.71808309
75.5	79	73.5838872	76.5444263	67.5	70.5	65.65116259	68.56341527
74	75.5	73.24030025	75.29396369	63.5	67	63.64592678	66.88136041
78.5	76.5	75.20023331	75.46823515	68.5	69.5	66.15946889	67.94346449
74	81	73.39348202	78.19225875	65.5	73.5	64.89314534	70.45185315
67	69	68.92241949	71.16688802	60	61.5	62.11060678	64.466292
62.5	64	66.92579169	68.92646227	52	55	57.76657936	60.44265082
66.5	74.5	69.58384613	74.8521253	60.5	63.5	62.24150645	65.22491426
66	67	68.8670757	70.63918763	56	59	60.00799885	63.05976613
68	71	70.35977083	73.11181141	59.5	63	61.76181143	65.07254871
70	74	71.3873409	74.69184809	62	66	62.76709144	66.11213928
69.5	72	71.00280784	73.58198148	60	61.5	62.2681986	64.67061221
73.5	75	72.91023779	74.8993421	63	68	63.71028249	67.87508949
72	75.5	72.37935593	75.47676123	63	66	63.64725571	66.68109368
75	75.5	73.60345225	75.07826923	66	69	65.27273226	68.4380478
77	78.5	74.74459218	76.75484508	70	72	66.8369911	69.3358165
72	73.5	72.11584254	74.10383791	62.5	62.5	63.18534506	64.51854467
72	77.5	72.10124903	76.08811816	65	72	64.53774805	69.58680131
77	81	74.82606844	78.16327252	66.5	71.5	65.35361677	69.42211641
75.5	78	74.13007006	76.59958416	65.5	69.5	64.6193708	68.11459691
69.5	76	71.18373358	75.6236218	60.5	62	62.00390041	64.10885516
71	75.5	71.4669624	74.93451238	63.5	66.5	63.65988554	66.65241415
76	84	74.35887269	79.72464084	67	72	65.2132539	69.13916263
82	87.5	77.3159121	81.24850568	76.5	90.5	70.24897065	78.70147597
77	79	74.84775852	77.04298454	70	74	67.07680067	70.61156428
73	75	72.59139389	74.81871117	67	71.5	65.68662224	69.4384273
76.5	79	74.58964724	77.12090868	71	76.5	67.62559636	71.91937708
72.5	77.5	72.58089232	76.28809051	63	67	63.7355462	67.35363468
75	83.5	73.50261371	78.98917494	67	73.5	65.65165148	70.29553869
77	80	74.33497449	77.08102601	68	75	65.89903977	70.88031857
75.5	78.5	74.03579506	76.71256855	67	71	65.64535616	69.27569048
73	75.5	72.59478546	75.10304975	66	67.5	65.09309169	67.43190468
77	82.5	74.60078743	78.59790136	69	79	66.46409977	72.99778542
71	76.5	71.00296618	74.99919216	66	72.5	64.92518844	69.68464002
79	82	75.74004475	78.48351929	76	83.5	69.78861502	74.771773
81	82	76.87875687	78.67018253	78	83	70.96210294	75.00697022
83.5	85	77.85392557	79.82048315	75.5	80.5	69.80447402	73.70719237
74	77.5	72.99044626	75.98207684	69	72	66.49734776	69.40246562
76	81	74.26896626	77.96275018	69	76.5	66.34319426	71.51478178
77	79.5	74.87083316	77.48444646	65	69	64.22882382	67.56338456
79.5	80	75.80995834	77.24718089	76.5	79	70.14298452	72.65402616
81	82	76.81705241	78.62512428	75	76	69.50048081	71.52688916
71.5	74	72.1428536	74.70188964	63	65	63.38417271	65.70511358
82	89.5	77.21533449	82.26639142	77	89.5	70.5163825	78.25149798
78.5	81.5	74.91263435	77.64706969	71	74	67.62094865	70.75291255
79.5	89.5	75.46267092	81.74178923	77	81	70.58990835	73.17541582
66	67.5	69.13412423	71.12521322	56.5	60	60.51461963	63.92805844
65	67.5	68.71136866	71.13419561	58.5	61	61.18220701	63.81241755
69.5	70	70.49024018	71.96531136	58.5	61	61.12084354	63.72881703
68	69.5	70.14626473	72.1131585	60	60	61.92138694	63.30550039
76	76.5	74.21676475	75.69268205	71	76	67.57339187	71.6878835
68.5	68.5	70.56292787	71.90560234	57.5	58	60.65112932	62.35665261
77.5	84.5	74.62488946	79.33310726	71	84	67.52488637	75.56164739
74	81	73.38095162	78.16908402	66	69	64.91658513	67.86096181
72	73.5	72.37374056	74.4426684	65	66.5	64.47048178	66.70485097
76	78.5	74.16751142	76.67893609	70.5	72	67.13810843	69.42971423
67.5	67.5	69.98742189	71.24070496	62	63	62.73366207	64.55273675
74	75	73.15792604	74.89824833	64	64	64.01639136	65.46985573
72	73.5	71.53903516	73.52710632	65	68.5	64.59718716	67.93866961
70.5	73	71.51569595	74.0223167	60.5	62	62.32798255	64.43111479
66	67	69.37476541	71.19502083	57.5	58.5	60.61320484	62.45326331
67	70	69.89872105	72.75457099	59	61	61.44178819	63.76141826
80	82	76.38854386	78.74336666	75.5	77.5	69.80743111	72.32355589
79	79	75.67110734	76.91361363	69.5	72	67.03039057	69.95125383
83	85.5	77.74757176	80.25343511	76	77.5	70.03542199	72.30408607
63	65.5	67.38280778	69.90194011	55.5	59	59.94549396	63.277032
65	67	68.56876856	70.83754184	56	58.5	60.06882207	62.80746587
70	70.5	70.72016345	72.26845176	61.5	64.5	62.92708081	66.00526555
66.5	69	69.61260588	72.18818906	56	58.5	59.83435213	62.49548815
69	69.5	70.88285188	72.50171485	60.5	60	62.49156153	63.89293345
69.5	70	70.97961667	72.5189847	59	61.5	61.50956264	64.38483422
68	68.5	70.1960784	71.70945353	60	59	62.17469304	63.2794348
70	72.5	71.38501523	73.86453507	60	60	61.89024379	63.36949592
67	68.5	69.57348213	71.53311373	57.5	63	60.63917669	64.72479282
66.5	66.5	69.3666337	70.64566099	61	61	62.63292414	64.17767888
71.5	77	71.82285419	75.79318551	63	68	63.43129944	67.32461034
73	74	72.44893207	74.21495425	66.5	68	65.24220963	67.53880836
77.5	78.5	75.11677392	76.9294191	70.5	70.5	67.36203978	68.92211182
68.5	71	70.5195083	73.10658496	66	66	65.60833722	67.25522903
77	78.5	74.92027288	76.91948569	66	68	64.9819175	67.3786975
75	78.5	73.87015367	76.81594107	64.5	65.5	64.33334284	66.27635527
77	77.5	74.59135117	76.13085614	68.5	72	66.28160974	69.58809664
71	71.5	71.3673584	72.85033112	64	66.5	64.03052729	66.85244777
77	77	74.87495116	76.19575615	68.5	71	66.13768816	68.78359497
73	76	72.7754845	75.57217014	66.5	68	65.23631845	67.57472255
75.5	75.5	74.0494096	75.24080761	69	70	66.22099612	67.9083653
72	71.5	72.01003369	72.9948208	64	65	64.14362933	66.18515064
73	76.5	72.85958741	75.91751648	63.5	65	63.82640053	66.01721317
73	74.5	72.62849075	74.59161545	67	70.5	65.53871439	68.90356581
72	74	72.16687374	74.39198774	62.5	65	63.33101736	66.13963125
71	73	71.69977038	73.96821275	62	68	63.09862274	67.67327029
70	73	71.38288208	74.16129864	59	63	61.41741668	64.83190459
70	73.5	71.33984238	74.39182988	63.5	65	63.70476108	65.80912598
71.5	73	72.09281232	74.08894242	62	63	62.98042193	64.97963406
71.5	73	71.6803694	73.71588901	63	64	63.72355732	65.76864305
74.5	77.5	73.60816872	76.43495581	67.5	70	65.8480332	68.74213167
77.5	78.5	75.0011092	76.76327048	71	73.5	67.57588824	70.35911726
76	76	74.02803386	75.29512506	68.5	70	65.9948131	68.05105828
74.5	75	73.22130114	74.66846395	67.5	70.5	65.93134724	69.07722416
74	78	73.29011133	76.63112613	66	70	64.84726216	68.12565468
76	78	74.23593664	76.51309845	67	70	65.57310403	68.61890567
74	76	73.36017409	75.67830666	63	67	63.35527963	66.80357689
75	77	73.78324338	75.97776484	67	67.5	65.27001551	66.95718014
71.5	72	71.38677168	72.89572805	64.5	65.5	63.99176372	65.87224564
76.5	77.5	74.39495319	76.13901756	66	66	64.82973306	66.31970575
72	73	72.38648795	74.1843983	59	59.5	61.39703251	63.06366189
68.5	68	69.83150793	70.78699486	59	60	61.47167644	63.45839013
68	70	70.39015343	72.71858881	60.5	63.5	62.35271211	65.41199305
73.5	75	72.7897975	74.78953075	62	63.5	62.95668339	65.14147395
66	68	69.30039492	71.5975464	59	61.5	61.47795642	64.01881998
71	71.5	71.5558826	73.02965911	63	64.5	63.51656827	65.91909006
76.5	77.5	74.65556554	76.45803869	67	68.5	65.46653617	67.65973758
79	86	75.82645336	80.56911484	72	81	68.06826827	74.1459285
70.5	71	71.41091713	72.89750433	63.5	65.5	63.8366695	66.40320041
74.5	75.5	73.30170411	75.08226181	66	70	65.2379691	68.87649857
67.5	68	70.1473104	71.75804984	60	61.5	62.21345115	64.42009973
70	71	71.14432269	72.88582761	63	64.5	63.61538215	65.75266873
70	70	70.96790757	72.17629717	62	62.5	63.04272711	64.86600187
71	71	71.4968242	72.70239707	66.5	68	65.28040699	67.5785012
68	67.5	70.40473193	71.53426134	57.5	58	60.63663048	62.42672259
69.5	73	71.16356457	74.20020019	58	63	61.25597123	65.44776272
68.5	72.5	70.55792742	73.79541497	60.5	63	62.04555208	64.71083458
72.5	74.5	71.76705351	74.01006142	63.5	67.5	63.87871859	67.49379972
77	77.5	74.86865193	76.30034368	66	70	64.98916951	68.52149353
66	68	69.1457957	71.37222825	57	60.5	60.51533037	63.87639202
70.5	70	70.85155199	71.83208985	61.5	62.5	62.7129176	64.52250725
69	70	70.60077207	72.32107388	60.5	61.5	62.17797123	64.1476582
72.5	76.5	72.57620514	75.88456724	64.5	66.5	63.90421319	66.15026914
65.5	67	68.68836214	70.6695612	59.5	63	61.87541865	65.14546637
68.5	72	70.61466694	73.68887289	58.5	63	61.15528709	64.98600944
70	72	70.87803782	73.12057117	63.5	66	63.84281973	66.49144768
71.5	73	72.13597396	74.20818247	66	71	64.85337047	68.82554631
90	89	81.38614402	82.22015674	84	84	73.87229328	75.32537043
77	77	74.77216885	76.01788417	70	70.5	67.08286509	68.76512662
72	74	72.15271045	74.35377412	63.5	65.5	63.51857428	65.60395902
76	76.5	74.35772035	75.87772954	70	71.5	66.98662996	69.33798436
62.5	62.5	66.92153421	68.2013461	56	58	59.76883457	62.22616383
76.5	79.5	74.66986205	77.44741651	65	66.5	64.1942442	66.28736387
87	94	79.86072302	84.60219334	77	82	70.6363178	74.72713949
80	79.5	75.71252506	76.68609486	72.5	82	68.25095582	74.49595791
73	78	72.69603917	76.50147027	64.5	70	64.29052677	68.56990686
74	76.5	73.305528	75.7625825	66	73.5	65.14012531	70.46695947
86	88.5	79.33584831	81.94580405	78.5	85	71.23281402	75.78330926
77.5	83	75.11547659	79.0945088	70	83	67.16584667	75.16498141
82	90	77.38071027	82.744416	75	96	69.51009639	81.44585396
81	84.5	76.37278478	79.34067249	75.5	80	69.7394248	73.48908772
79	78.5	75.78023787	76.78181042	70	72	66.9846434	69.33799695
78.5	80	75.0046419	76.97252267	69.5	77.5	66.68304009	72.28656412
78	80	75.22842367	77.50913421	68.5	70.5	66.30306219	68.77583411
67	71.5	69.33099127	72.84830077	61	69.5	62.35891266	68.00542111
74.5	76.5	73.65808668	75.86649975	63.5	68	63.76561448	67.5761458
80.5	85	76.59395451	80.17573061	75	77	69.37256146	71.80102371
84.5	87.5	78.29387933	81.04609903	78	86.5	71.16613476	77.00537195
67.5	66.5	70.08272598	70.86582274	58	58.5	60.7756072	62.19408741
71	74	71.93059809	74.68371158	64.5	69.5	64.04965261	67.99581632
66.5	74.5	69.49796319	74.70222326	57.5	61	60.76696794	64.0571621
77.5	77.5	75.13912356	76.41614239	66	68.5	64.93293839	67.61090228
63	62.5	67.68236599	68.67245132	55.5	56	59.81055663	61.63984298
65.5	63.5	68.83410477	69.05113844	56	57	59.90275176	61.85873836
68	70.5	70.23792927	72.71267476	61	65	62.38790108	65.83483511
66.5	72.5	69.40901563	73.66201508	59	61.5	61.27053565	63.81006112
75.5	76.5	73.97168141	75.74659743	65	67	64.50837421	67.04608056
69.5	70.5	71.07315282	72.847277	66	67	64.8574523	66.72023958
72.5	74	72.45435036	74.51601315	64	68.5	63.73950092	67.19507191
73.5	79.5	73.07833196	77.3696636	65.5	70	64.98013418	68.79653599
